Topic,Yield Score,Verdict,Is Tagged?,Years Found,Key Fact
Henry James 18431916 The Novel as Serious Art,70,🔥 CRITICAL,YES,,Essay The Art of Fiction (1884) .
Robert Burns 17591796,70,🔥 CRITICAL,YES,,"A Scottish poet and lyricist, national poet."
The Rainbow 1915  DH Lawrence,70,🔥 CRITICAL,YES,,Published in 1915 and later banned.
Gerontion 1920,70,🔥 CRITICAL,YES,,"""Gerontion"" written by Eliot, published 1920. ✅"
Ariel Poems 19271954  Journey of the Magi,70,🔥 CRITICAL,YES,,Journey of the Magi published in 1927.
Antony and Cleopatra 1606,70,🔥 CRITICAL,YES,,Principal source: Sir Thomas North’s translation.
Samuel Daniel 15621619,70,🔥 CRITICAL,YES,,Tutor to Countess of Pembroke’s son .
Horace Walpole 17171797,70,🔥 CRITICAL,YES,,Youngest son of Prime Minister Robert Walpole.
George Bernard Shaw 18561950,70,🔥 CRITICAL,YES,,Born in Dublin in 1856.
Orientalism 1978 A Critique of Western Representations,70,🔥 CRITICAL,YES,,Orientalism (1978) foundational text in postcolonial theory
The Woman in White 1860,70,🔥 CRITICAL,YES,,"Fifth published novel, written in 1859."
HG Wells 1865  1936,70,🔥 CRITICAL,YES,,H.G. Wells called the father of science fiction.
Edward Said 19352003 Orientalism and Contrapuntal Reading,70,🔥 CRITICAL,YES,,Best known for Orientalism (1978) .
Journey to Byzantium symbolizes a spiritual quest for eternity Asked in Exam,70,🔥 CRITICAL,YES,,Journey to Byzantium symbolizes a spiritual quest for eternity.
As You Like It 1600,70,🔥 CRITICAL,YES,,Based on Thomas Lodge’s Rosalynde (1590).
Samuel Johnson 17091784 Life  Legacy,70,🔥 CRITICAL,YES,,He was the son of a Tory bookseller. ✅
Maria Edgeworth 17681849,70,🔥 CRITICAL,YES,,Maria Edgeworth was an Anglo-Irish novelist and educator.
JeanFrançois Lyotard 19241998 Incredulity Toward Metanarratives,70,🔥 CRITICAL,YES,,Major book The Postmodern Condition (1979).
As a method realism is a complete failure Asked in Exam,70,🔥 CRITICAL,YES,,"“As a method, realism is a complete failure.”"
On the Art of Poetry Poetics Epic Tragedy and the Value of Poetry,70,🔥 CRITICAL,YES,,Aristotle defended poetry’s aesthetic and emotional power .
Dystopian novel by Aldous Huxley Asked in exam,70,🔥 CRITICAL,YES,,Dystopian novel by Aldous Huxley.
Murder in the Cathedral 1935,70,🔥 CRITICAL,YES,,It is a poetic drama .
William Caxton 14221491 Printing and the Birth of English Prose,70,🔥 CRITICAL,YES,,"Introduced England’s first printing press, 1476 ."
Lytton Strachey 18801932,70,🔥 CRITICAL,YES,,Key English biographer of Victorian figures.
Walter Pater 18391894,70,🔥 CRITICAL,YES,,Advocated “art for art’s sake.”
Northanger Abbey 1818 posthumous,70,🔥 CRITICAL,YES,,Published posthumously in 1817.
Postcolonialism Hybridity Resistance and the Legacy of Empire,70,🔥 CRITICAL,YES,,"Rejects Western universalism, foregrounds cultural diversity ."
The Time Machine 1895,70,🔥 CRITICAL,YES,,The Time Machine is a science fiction novella.
Restoration Poetry,70,🔥 CRITICAL,YES,,Sir William Davenant attempted Gondibert .
Romeo and Juliet 1594,70,🔥 CRITICAL,YES,,Feud between Montagues and Capulets begins .
Samuel Butler 18351902,70,🔥 CRITICAL,YES,,Wrote the satirical novel Erewhon (1872).
Michel Foucault 19261984 Power Knowledge and the Making of the Subject,70,🔥 CRITICAL,YES,,"Key resource for Bhabha, Spivak, Said ."
The Age of Pope 17001750 Historical Background,70,🔥 CRITICAL,YES,,Called the Augustan Age of English literature.
The New Woman,70,🔥 CRITICAL,YES,,The New Woman was a feminist ideal.
An Essay of Dramatic Poesy 1668 English Drama and the Ancients,70,🔥 CRITICAL,YES,,Eugenius defends Moderns .
The Dialogic Imagination 1975 Heteroglossia Chronotope and Dialogism,70,🔥 CRITICAL,YES,,Essays: “Epic and Novel” .
Marlowes Later Works and Poetry,70,🔥 CRITICAL,YES,,Focus on Edward II–Piers Gaveston relationship .
The Great Tradition 1948,70,🔥 CRITICAL,YES,,"In this F. R. Leavis established a selective canon of what he considered the great English novelists, emphatically declaring: ""The great English novelists are Jane Austen, George Eliot, Henry James and Joseph Conrad!""  For Leavis, these four authors represented the highest achievements of the English novel, not merely for their technical mastery but for their ability to “change the possibilities of art for practitioners and readers” while fostering an “awareness of the possibilities of life.” While his focus was firmly on these figures, Leavis did acknowledge other significant literary talents, identifying Charles Dickens, Nathaniel Hawthorne, Herman Melville, and Edgar Allan Poe as successors to Shakespeare in their imaginative scope. Within his broader critical argument, Leavis also added D. H. Lawrence to his pantheon of great novelists in English, though he treated Lawrence more extensively in his later works."
Auden Group or Macspaunday,70,🔥 CRITICAL,YES,,"The Auden Group, or the Auden Generation, is a group of British and Irish writers active in the 1930s that included:"
The Moonstone 1868,70,🔥 CRITICAL,YES,,One of the first English detective novels.
The Old Curiosity Shop 18401841,70,🔥 CRITICAL,YES,,Published in Master Humphrey’s Clock (1840–1841).
BLEAK HOUSE 18521853,70,🔥 CRITICAL,YES,,Novel alternates between Esther Summerson and narrator.
What is an Author 1969 and the AuthorFunction,70,🔥 CRITICAL,YES,,Introduces the concept of “author-function.”
Oroonoko or The Royal Slave 1688,70,🔥 CRITICAL,YES,,"Famous prose work: Oroonoko, or The Royal Slave (1688)."
John Bunyan 16281688,70,🔥 CRITICAL,YES,,Life known through Grace Abounding (1666). 📝
Chapter Conclusion From Sacred Memory to Revolutionary Voice,70,🔥 CRITICAL,YES,,"Harlem Renaissance (1920s–1930s) : Black identity, cultural affirmation, artistic expression. (Langston Hughes, Zora Neale Hurston, Claude McKay, Countee Cullen)"
Remember the chronology order through Story,70,🔥 CRITICAL,YES,,"Amoretti and Epithalamion, containing:"
Petrarchan Sonnet,65,🔥 CRITICAL,YES,2024,It always has 14 lines .
Book I,65,🔥 CRITICAL,YES,"2024, 2025",Milton begins with Man’s Fall and Satan’s rebellion.
The Birthday Party 1957,60,🔥 CRITICAL,YES,,First produced in 1958 .
The Homecoming 1964,60,🔥 CRITICAL,YES,,Two-act play written in 1964 by Pinter.
William Hazlitt 17781830 The Romantic EssayistCritic,60,🔥 CRITICAL,YES,,Lectures on the English Comic Writers .
Thackeray died unexpectedly in London in 1863,60,🔥 CRITICAL,YES,,The Luck of Barry Lyndon (1844)
Joseph Addison 16721719 Prose Periodicals and Polite Imagination,60,🔥 CRITICAL,YES,,Founded The Tatler (1709) with Richard Steele .
Sir William Temple 16281699 Asked in Exam,60,🔥 CRITICAL,YES,,Sir William Temple (1628-1699)
Victorian Novels,60,🔥 CRITICAL,YES,,Charles Dickens was the most famous Victorian novelist.
September 1 1939 1939,60,🔥 CRITICAL,YES,,Poem published in 1940 .
The Advancement of Learning 1605 Knowledge Poetry and Human Understanding,60,🔥 CRITICAL,YES,,Dedicated to King James I .
The Dumb Waiter 1957,60,🔥 CRITICAL,YES,,"One-act play by Harold Pinter, 1957."
The Battle of the Books 1704,60,🔥 CRITICAL,YES,,Written in 1704 as introduction text.
Charles Kingsley 18101875,60,🔥 CRITICAL,YES,,His first novel Yeast (1848) .
Alfred Tennyson 18091892,60,🔥 CRITICAL,YES,,Won Chancellor’s Medal for Timbuctoo (1828).
Humanism Studia Humanitatis and Cultural Renewal,60,🔥 CRITICAL,YES,,Petrarch is called “father of humanism” .
Maggie is emotional imaginative and rebellious,60,🔥 CRITICAL,YES,,"Eliot writes: “Childhood has no forebodings; but then, it is soothed by no memories.”"
Robert Penn Warren Poet Novelist Critic and CoArchitect of New Criticism,60,🔥 CRITICAL,YES,,"Warren’s influence on literary pedagogy is equally significant. His collaborative works with Brooks—Understanding Poetry (1938) and Understanding Fiction (1943) —codified many of the principles of New Criticism into a coherent and practical methodology for literary study. Understanding Poetry became a cornerstone text in American universities, revolutionizing the teaching of poetry through its emphasis on close reading, structural analysis, and the intrinsic value of the text. As noted by the Modern American Poetry website, these works “widely influenced the study of poetry at the college level in America” and helped institutionalize New Critical principles, shaping English departments across the United States well into the 1960s. Through his dual legacy as a creative artist and a critic, Warren bridged the worlds of imaginative literature and scholarly analysis, leaving a lasting imprint on twentieth-century American letters."
Thomas Hardy  The Darkling Thrush 1900,60,🔥 CRITICAL,YES,,"Poem by Thomas Hardy, first published in 1900."
Nicholas Nickleby 18381839,60,🔥 CRITICAL,YES,,Full title famously long and descriptive.
The Fleshly School of Poetry,60,🔥 CRITICAL,YES,,Term “Fleshly School” coined by Robert Buchanan.
The Shield of Achilles 1955,60,🔥 CRITICAL,YES,,"Poem by W. H. Auden, published 1952."
The Mayor of Casterbridge 1886,60,🔥 CRITICAL,YES,,Serialized first in The Graphic magazine.
The Princess 1847,60,🔥 CRITICAL,YES,,Published in 1847 as a narrative poem.
The Charge of the Light Brigade 1854,60,🔥 CRITICAL,YES,,Written in 1854 during the Crimean War.
The Dunciad 1728,60,🔥 CRITICAL,YES,,"Published in 1728, date ."
Of Human Bondage 1915,60,🔥 CRITICAL,YES,,Of Human Bondage published in 1915. ✅
An Inspector Calls 1945,60,🔥 CRITICAL,YES,,An Inspector Calls written in 1945. ✅
Naturalism Determinism Experiment and the Scientific Novel,60,🔥 CRITICAL,YES,,Émile Zola: The Experimental Novel (1880) .
Symbolism Metaphor Emotion and the Language of Truth,60,🔥 CRITICAL,YES,,Charles Baudelaire founded French Symbolism .
AngloSaxons Asked in Exam,60,🔥 CRITICAL,YES,,🛡️ Anglo-Saxons
Aestheticism Art for Arts Sake and the Autonomy of Beauty,60,🔥 CRITICAL,YES,,Aestheticism promoted doctrine of “art for art’s sake” .
Thomas Campion 15671620,60,🔥 CRITICAL,YES,,"Studied law, became physician in 1606 ."
George Crabbe 17541832,60,🔥 CRITICAL,YES,,Known for depicting rural and provincial life.
John Lyly 155315541606,60,🔥 CRITICAL,YES,,Wrote Euphues: The Anatomy of Wit (1578).
Astrophel and Stella 1591,60,🔥 CRITICAL,YES,,Elizabethan sonnet sequence by Sir Philip Sidney
The World Is Too Much with Us,60,🔥 CRITICAL,YES,,Written around 1802 and published in 1807.
The Grass Is Singing Doris Lessings first novel 1950 Asked in Exam,60,🔥 CRITICAL,YES,,"The Grass Is Singing, Doris Lessing’s first novel (1950)."
John Keats 17951821 Sensuality Odes and Negative Capability,60,🔥 CRITICAL,YES,,Connection of Milton to Keats in odes .
Battle of Hastings 1066 Asked in Exam,60,🔥 CRITICAL,YES,,🏹 Battle of Hastings (1066)
A Poison Tree William Blake 1794,60,🔥 CRITICAL,YES,,Published in 1794 in Songs of Experience.
The Fall of Hyperion A Dream 1819,60,🔥 CRITICAL,YES,,Written by John Keats in 1819.
Stuart Hall 19322014 Encoding Decoding and Cultural Hegemony,60,🔥 CRITICAL,YES,,British Cultural Studies shaped by ideological realignments .
The History of Mr Polly 1910,60,🔥 CRITICAL,YES,,Published in 1910 inspired by Wells’s drapery days.
The Confidential Clerk 1953,60,🔥 CRITICAL,YES,,The Confidential Clerk is a comic verse play.
Aspects of the Novel 1927  by EM Forster,60,🔥 CRITICAL,YES,,"Written after lectures delivered at Trinity College, Cambridge."
Robert Blair 16991746,60,🔥 CRITICAL,YES,,Famous for blank-verse poem The Grave (1743).
Pierre Bourdieu 19302002 Habitus Capital and Cultural Mediation,60,🔥 CRITICAL,YES,,Taste functions as marker of social hierarchy .
Scorned sociopolitical order upper and middle classes Asked in Exam,60,🔥 CRITICAL,YES,,"Scorned sociopolitical order, upper, and middle classes."
Look Back in Anger became movements hallmark Asked in Exam,60,🔥 CRITICAL,YES,,Look Back in Anger became movement’s hallmark.
Paradise Lost 1667  Key Points,60,🔥 CRITICAL,YES,,Second edition in 1674 expanded structure.
Sir John Suckling 16091641,60,🔥 CRITICAL,YES,,Cavalier poet known for wit and gaiety.
A Room with a View 1908,60,🔥 CRITICAL,YES,,"Published in 1908; set in Italy, England."
Justice 1910  John Galsworthy,60,🔥 CRITICAL,YES,,Justice was first produced in 1910.
Strife 1909  John Galsworthy,60,🔥 CRITICAL,YES,,Strife is a three-act play.
Ode to the West Wind 1819 published 1820,60,🔥 CRITICAL,YES,,Written in 1819 and published 1820.
The Triumph of Life 1822,60,🔥 CRITICAL,YES,,Shelley’s final and unfinished philosophical poem.
Hyperion 1818 unfinished,60,🔥 CRITICAL,YES,,An unfinished epic poem by John Keats.
Persuasion 1818 posthumous,60,🔥 CRITICAL,YES,,Published posthumously in 1818 by Austen.
Conrad left Poland at age sixteen,60,🔥 CRITICAL,YES,,Chance (1913)
MidTerm Break,60,🔥 CRITICAL,YES,,Reflects Heaney’s younger brother Christopher’s death.
The Merchant of Venice 1596,60,🔥 CRITICAL,YES,,Shylock’s speech: “Hath not a Jew eyes?”
Homi K Bhabha b 1949 Hybridity Ambivalence and the Third Space,60,🔥 CRITICAL,YES,,Edited volume: Nation and Narration .
Leela Gandhi b 1966 Ethics Xenophilia and Postcolonial Engagement,60,🔥 CRITICAL,YES,,Postcolonial Theory: A Critical Introduction (1998) .
Chiefly Lyrical 1830 Published while he was an undergraduate,60,🔥 CRITICAL,YES,,The Kraken is a sonnet
Evelina 1778,60,🔥 CRITICAL,YES,,Evelina appeared in 1778 and became famous.
Mansfield Park 1814,60,🔥 CRITICAL,YES,,Published in three volumes in 1814.
Poems 1842,60,🔥 CRITICAL,YES,,"""Break, Break, Break"" (1842)"
Code Doctor Brown Burn Religio Medici,60,🔥 CRITICAL,YES,,Religio Medici published in 1643 .
Digging 1966,60,🔥 CRITICAL,YES,,"“Digging” by Seamus Heaney explores time, history."
In which it always seemed afternoon Asked in Exam,60,🔥 CRITICAL,YES,,"""In which it always seemed afternoon."""
JG Farrell 19351979,60,🔥 CRITICAL,YES,,"James Gordon Farrell (1935–1979) was English-born, of Irish descent."
Old Possums Book of Practical Cats 1939,60,🔥 CRITICAL,YES,,Published in 1939 as playful light verse.
Algernon Charles Swinburne 18371909,60,🔥 CRITICAL,YES,,Member of the Pre-Raphaelite circle.
W Somerset Maugham 18741965 Life and Career,60,🔥 CRITICAL,YES,,Published first novel Liza of Lambeth (1897). ✅
HARD TIMES 1854,60,🔥 CRITICAL,YES,,Serialized in Household Words magazine.
Act II,60,🔥 CRITICAL,YES,2025,A blind man named Riley arrives
The Playboy of the Western World 1907,60,🔥 CRITICAL,YES,,Three-act play first staged at Abbey Theatre.
Comedy Old Middle and New,60,🔥 CRITICAL,YES,,Comedy reflected medical Theory of Four Humours .
Strange Meeting 1919,60,🔥 CRITICAL,YES,,"Written in 1918, published posthumously in 1919."
The Little Black Boy Songs of Innocence 1789,60,🔥 CRITICAL,YES,,Included in Songs of Innocence (1789).
In Xanadu did Kubla Khan  A stately pleasuredome decree Asked in Exam,60,🔥 CRITICAL,YES,,“In Xanadu did Kubla Khan / A stately pleasure-dome decree”
Section I  The Burial of the Dead,60,🔥 CRITICAL,YES,,Title means funeral rite and rebirth cycle.
Prometheus Unbound 1820,60,🔥 CRITICAL,YES,,Published in 1820 as lyrical drama.
Nonfiction,60,🔥 CRITICAL,YES,,1933 – Down and Out in Paris and London
Walter Benjamin 18921940 Art History and Cultural Critique,60,🔥 CRITICAL,YES,,Friendships with Brecht and Scholem .
Louis Althusser 19181990 Structural Marxism and the Theory of Ideology,60,🔥 CRITICAL,YES,,“Ideology and Ideological State Apparatuses” 1969 .
What I Believe 1938  by EM Forster,60,🔥 CRITICAL,YES,,"Written in 1938, published in The Nation."
TonoBungay 1909,60,🔥 CRITICAL,YES,,Serialized in The English Review (1908).
Siegfried Sassoon 18861967,60,🔥 CRITICAL,YES,,English poet known for antiwar writings.
Asked in Exam Wrote sonnet To General Goring in Bishops Wars,60,🔥 CRITICAL,YES,,Wrote sonnet To General Goring in Bishops’ Wars.
Major Works,55,🔥 CRITICAL,YES,"2024, 2025",Pauline: A Fragment of a Confession (1833)
Famous Poems,55,🔥 CRITICAL,YES,2024,"""Snake"""
Short Story,55,🔥 CRITICAL,YES,"2024, 2025",Two Stories (1917)
Characters,55,🔥 CRITICAL,YES,"2024, 2025","Hieronimo, King’s Marshal, seeks justice."
Revenge tragedy,55,🔥 CRITICAL,YES,"2024, 2025","Genre formally established by Ashley H. Thorndike, 1902 ."
Thomas Babington Macaulay 18001859,50,🔥 CRITICAL,YES,,"English historian, politician, and essayist."
The Decay of Lying 1891,50,🔥 CRITICAL,YES,,It’s a Socratic dialogue between Vivian and Cyril.
Mac Flecknoe 1682  John Dryden,50,🔥 CRITICAL,YES,,"Full title: Mac Flecknoe; or, A Satyr…"
Abraham Cowley 16181667,50,🔥 CRITICAL,YES,,Studied at Westminster and Cambridge excellently.
Middlemarch 187172,50,🔥 CRITICAL,YES,,Middlemarch: A Study of Provincial Life is the full title.
Structuralism 1949the 1960s Language Signs and Systems,50,🔥 CRITICAL,YES,,Structuralism concerned with signs and signification .
